fileid,chunk_count,chunk_indices,chunk_mic_files,audio_duration_sec,gt_dominant_spk1_doa,gt_text_file,wer,edit_distance,ref_words,reference,hypothesis,selected_doas,selected_doa_error_deg
38,5,"1,2,3,4,5",mic_fileid_38_doa1_3spk_1.wav|mic_fileid_38_doa1_3spk_2.wav|mic_fileid_38_doa1_3spk_3.wav|mic_fileid_38_doa1_3spk_4.wav|mic_fileid_38_doa1_3spk_5.wav,20,1,text_fileid_38_doa1_spk1.txt,0.358974358974359,14,39,ONCE UPON A TIME THERE WAS AN OLD WIDOW WOMAN WHO HAD THREE SONS THE FIRST TWO WERE CLEVER ENOUGH BUT THE THIRD BOBO BY NAME WAS LITTLE BETTER THAN A SILLY SIMPLETON ALL HIS MOTHER'S SCOLDINGS AND BEATINGS,"What's up on the time there was an old widow woman who had three sons? The first two were clever enough, but the third... that global by name was a little better than the city of St. Poulton. all his mother's folding and beatings. life.","3,2,5,1,73",15.8
39,4,"1,2,3,4",mic_fileid_39_doa156_3spk_1.wav|mic_fileid_39_doa156_3spk_2.wav|mic_fileid_39_doa156_3spk_3.wav|mic_fileid_39_doa156_3spk_4.wav,16,250,text_fileid_39_doa250_spk1.txt,0,0,46,BUT HE MADE HIS WAY DOWN TO THE FORD UNDER THE PALACE WALLS AND STEPPED INTO THE FLOODED WATER INCH BY INCH AND FOOT BY FOOT HE FOUGHT HIS WAY ACROSS NOW NEARLY SWEPT OFF HIS FEET BY SOME SUDDEN SWIRL OR EDDY NOW NARROWLY ESCAPING,"But he made his way down to the Ford under the palace walls and stepped into the flooded water inch by inch and foot by foot he fought his way across, now nearly swept off his feet by some sudden swirl or eddy now narrowly escaping.","249,250,249,250",0.5
40,4,"1,2,3,4",mic_fileid_40_doa14_3spk_1.wav|mic_fileid_40_doa14_3spk_2.wav|mic_fileid_40_doa14_3spk_3.wav|mic_fileid_40_doa14_3spk_4.wav,16,14,text_fileid_40_doa14_spk1.txt,0.3076923076923077,8,26,WE ADVANCED TALKING IN THAT FASHION AND IN HIGH SPIRITS AND CONGRATULATING OURSELVES IN BEING SHUT OF THE TRANSPORT AND ON BREATHING FINE MOUNTAIN AIR AGAIN,"We advanced, talking in that fashion ended h- spirits and congratulating ourselves and being sh- shut of the transport and on breathing climb mountain air. My Lord.","9,14,9,199",46.25
41,3,"1,2,3",mic_fileid_41_doa86_3spk_1.wav|mic_fileid_41_doa86_3spk_2.wav|mic_fileid_41_doa86_3spk_3.wav,12,116,text_fileid_41_doa116_spk1.txt,0.22857142857142856,8,35,WE TOOK ROOMS AT A HOTEL IN MEDWORTH QUARLES EXPLAINING THAT OUR INVESTIGATIONS MIGHT TAKE SOME DAYS NEXT MORNING INSTEAD OF GOING TO WITHAN AS I HAD EXPECTED HE TOOK ME TO THE POLICE COURT,"We took rooms at a hotel in Medwarden, where I was explaining our investigation. might take some days. Next morning, instead of going to within' as I expected. He took me to the police court.","113,112,114",3
42,5,"1,2,3,4,5",mic_fileid_42_doa76_3spk_1.wav|mic_fileid_42_doa76_3spk_2.wav|mic_fileid_42_doa76_3spk_3.wav|mic_fileid_42_doa76_3spk_4.wav|mic_fileid_42_doa76_3spk_5.wav,20,76,text_fileid_42_doa76_spk1.txt,0.2,7,35,HOW CAN EARTHLY WORDS DESCRIBE IT IT TOWERED TEN FEET AT THE SHOULDER HAD FOUR LEGS ON EITHER SIDE A BROAD FLAT TAIL LARGER AT THE TIP THAN AT THE ROOT AND WHICH IT HELD,"How can earthly words describe it? 10 feet at the shoulder, head or leg. Thanks on either side. A broad, flat tail. larger at the tip than at the root, and which it held.","77,78,76,75,201",25.8
43,4,"1,2,3,4",mic_fileid_43_doa44_3spk_1.wav|mic_fileid_43_doa44_3spk_2.wav|mic_fileid_43_doa44_3spk_3.wav|mic_fileid_43_doa44_3spk_4.wav,16,273,text_fileid_43_doa273_spk1.txt,0.11627906976744186,5,43,ODETTE ODETTE HE WHISPERED DON'T YOU REALISE THAT I LOVE YOU AND WOULD GIVE MY LIFE TO SAVE YOU FROM UNHAPPINESS WON'T YOU TELL ME EVERYTHING PLEASE NO NO NO SHE MURMURED WITH A LITTLE CATCH IN HER VOICE PLEASE DON'T ASK ME,"Oh, dad! Oh, dad! He whispered. Don't you realize that I love you? and would give my life to save you from unhappiness? Won't you tell me everything? Please? No, no, no, she murmured with a little catch in her... voice please don't ask me.","272,274,272,273",0.75
44,4,"1,2,3,4",mic_fileid_44_doa184_3spk_1.wav|mic_fileid_44_doa184_3spk_2.wav|mic_fileid_44_doa184_3spk_3.wav|mic_fileid_44_doa184_3spk_4.wav,16,215,text_fileid_44_doa215_spk1.txt,0.34210526315789475,13,38,I TOO HAVE HAD MY DREAM I TOO HAVE MEDITATED I TOO HAVE SIGHED I TOO HAVE HAD A MOONLIGHT SOUL LOVE IS A CHILD SIX THOUSAND YEARS OLD LOVE HAS THE RIGHT TO A LONG WHITE BEARD,"The place was so clean after the comparative luxury of Elmhurst. I too have sighed. I too have had a m- light soul. Love is a child, six thousand years old. Love has the right to a long white beard.","257,215,213,213",11.5
45,4,"1,2,3,4",mic_fileid_45_doa62_3spk_1.wav|mic_fileid_45_doa62_3spk_2.wav|mic_fileid_45_doa62_3spk_3.wav|mic_fileid_45_doa62_3spk_4.wav,16,278,text_fileid_45_doa278_spk1.txt,0.14634146341463414,6,41,ONE LADY HAD A FRIGHT FOR THE WIND BLEW THE END OF HER SHAWL WITHIN REACH OF A TIGER'S GREAT CLAW AND HE CLUTCHED IT TRYING TO DRAG HER NEARER THE SHAWL CAME OFF AND THE POOR LADY RAN AWAY SCREAMING,One lady had a fright for the wind blew the end of her head. Shaw within reach of the tiger's great flaw and he cl- it trying to drag her niver. The shawl came off and the poor lady ran away screaming.,"283,280,284,287",5.5
46,4,"1,2,3,4",mic_fileid_46_doa151_3spk_1.wav|mic_fileid_46_doa151_3spk_2.wav|mic_fileid_46_doa151_3spk_3.wav|mic_fileid_46_doa151_3spk_4.wav,16,189,text_fileid_46_doa189_spk1.txt,0.4,14,35,YOU'LL SEE THE ENGLISHEST LOOKING ENGLISHMAN YOU EVER SAT EYES ON OUTSIDE THE PAGES OF PUNCH TRYING TO TEAR MY OLD FASHIONED DOORBELL OUT BY THE ROOTS THAT'S YOUR BEST MAKE UP IS IT REMSEN,"You'll see the Englishest looking English one you ever set eyes on. outside the pages of punch trying to tear my old-fashioned door. been allowed by the Roots? That's your best makeup! the Coliseum, it is the same thing.","188,188,188,151",10.25
47,4,"1,2,3,4",mic_fileid_47_doa63_3spk_1.wav|mic_fileid_47_doa63_3spk_2.wav|mic_fileid_47_doa63_3spk_3.wav|mic_fileid_47_doa63_3spk_4.wav,16,104,text_fileid_47_doa104_spk1.txt,0.21951219512195122,9,41,AT FIRST UNDER DIFFERENT ANIMAL SHAPES SINCE THAT TIME PARTLY FROM HABIT AND PARTLY TO AMUSE OURSELVES WE HAVE CONTINUED TO TRANSFORM OURSELVES AND IT WAS IN THIS WAY THAT I GOT TO KNOW YOU HOW EXCLAIMED JEGU FILLED WITH ASTONISHMENT,"at first under different animal shapes. Since that time, partly from habitat and partly to amuse ourselves, we have continued to transform ourselves. was in this way that I got to know you. How, exclaimed Jago filled with his Next, the ballast tanks.","105,103,103,190",22.25
48,5,"1,2,3,4,5",mic_fileid_48_doa191_3spk_1.wav|mic_fileid_48_doa191_3spk_2.wav|mic_fileid_48_doa191_3spk_3.wav|mic_fileid_48_doa191_3spk_4.wav|mic_fileid_48_doa191_3spk_5.wav,20,227,text_fileid_48_doa227_spk1.txt,0.16666666666666666,6,36,APPLIED TO HER WORK BUT AFTER A FEW MINUTES SUNK AGAIN WITHOUT KNOWING IT HERSELF INTO LANGUOR AND LISTLESSNESS MOVING HERSELF IN HER CHAIR FROM THE IRRITATION OF WEARINESS MUCH OFTENER THAN SHE MOVED HER NEEDLE,"applied to her work. But after a few minutes, again without knowing it yourself into Langer and Listless. moving herself in her chair from the irritation of wearing it. much oftener than she moved her needle.","227,226,227,231,227",1
49,4,"1,2,3,4",mic_fileid_49_doa63_3spk_1.wav|mic_fileid_49_doa63_3spk_2.wav|mic_fileid_49_doa63_3spk_3.wav|mic_fileid_49_doa63_3spk_4.wav,16,63,text_fileid_49_doa63_spk1.txt,0.6666666666666666,20,30,BY WHICH SOCIAL WANTS MUST BE SATISFIED THE PEOPLE DO NOT VOTE IT THE LEGISLATOR DOES NOT EXPRESS IT THE SAVANT DISCOVERS AND FORMULATES IT BUT IN FACT THE LAW,"In Lyconia was a cave among dark and gloomy rocks. something from himself for something from himself. the savant discovers and formulates it. But in fact, to the law.","335,207,61,63",58.5
50,4,"1,2,3,4",mic_fileid_50_doa7_3spk_1.wav|mic_fileid_50_doa7_3spk_2.wav|mic_fileid_50_doa7_3spk_3.wav|mic_fileid_50_doa7_3spk_4.wav,16,58,text_fileid_50_doa58_spk1.txt,0.24324324324324326,9,37,WOULD BE THE MOST ADVANCED IN CIVILIZATION BUT SUCH WAS NOT THE CASE MANY OF THEM WERE AMONG THE MOST DEGRADED UPON THE CONTINENT THEY SEEMED UNABLE TO ADAPT THEMSELVES TO THE WHITE MAN AND HIS WAYS,would be the most advanced in civilization. was not the case. Many of them were among the most They seemed unable to adapt themselves to the world. to the white man and his ways.,"57,66,58,68",4.75
51,4,"1,2,3,4",mic_fileid_51_doa46_3spk_1.wav|mic_fileid_51_doa46_3spk_2.wav|mic_fileid_51_doa46_3spk_3.wav|mic_fileid_51_doa46_3spk_4.wav,16,46,text_fileid_51_doa46_spk1.txt,0.4146341463414634,17,41,AND THIS IS UNDOUBTEDLY THE BEST WAY OF UTILIZING THE POWER I HAD MADE UP MY MIND TO ADOPT THE SAME SYSTEM IN SLEDGING ON THE BARRIER ANOTHER GREAT ADVANTAGE IT HAD WAS THAT THE DOGS WOULD PASS SINGLY ACROSS FISSURES,The species does exist. It will be remembered that he pretended to be a human being. I had made up my mind to adopt the same system in sledging on the barrier. Another great advantage it had was that the dogs would pass singly across fishers.,"164,47,46,65",34.5
52,4,"1,2,3,4",mic_fileid_52_doa46_3spk_1.wav|mic_fileid_52_doa46_3spk_2.wav|mic_fileid_52_doa46_3spk_3.wav|mic_fileid_52_doa46_3spk_4.wav,16,310,text_fileid_52_doa310_spk1.txt,0.4117647058823529,14,34,IT TAKES ITS NAME FROM THAT ILLUSTRIOUS WOMAN BY WHOSE VIRTUE AND FORTITUDE AND ARMED WITH PRAYER THE CHILDREN OF ISRAEL WERE PRESERVED FROM THE DESTRUCTION THREATENED THEM BY HOLOFERNES AND HIS GREAT ARMY,"It takes its name from that illustrious woman by whose search you in fortitude, and arm with prayer the children of Israel. were preserved from the destruction threatened them by Allah for next for adding this apprentice and I made inquiry.","311,311,312,45",24.75
53,4,"1,2,3,4",mic_fileid_53_doa65_3spk_1.wav|mic_fileid_53_doa65_3spk_2.wav|mic_fileid_53_doa65_3spk_3.wav|mic_fileid_53_doa65_3spk_4.wav,16,106,text_fileid_53_doa106_spk1.txt,0.23809523809523808,10,42,LITTLE DID I THEN THINK THAT THESE PEOPLE PLACED BY A SEEMING CHANCE IN AN ADJOINING STATEROOM WERE TO BE MY FELLOW WORKERS AND TRUE FRIENDS NOT ONLY FOR THE COMING MONTHS IN THAT ARCTIC LAND TO WHICH WE WERE GOING BUT,Little did I then think that these people placed on seeming chance and then they join in the state room where to be my fellow workers and true friends not only for the coming months in that Arctic land to which we were going. But.,"102,102,104,104",3
54,4,"1,2,3,4",mic_fileid_54_doa45_3spk_1.wav|mic_fileid_54_doa45_3spk_2.wav|mic_fileid_54_doa45_3spk_3.wav|mic_fileid_54_doa45_3spk_4.wav,16,327,text_fileid_54_doa327_spk1.txt,0.22580645161290322,7,31,WHILE HE HIMSELF STROVE TO ENJOY LIFE IN A SHY AND BOYISH FASHION THAT WAS AS UNUSUAL IN A MAN OF HIS WEALTH AS IT WAS ADMIRABLE HE HAD NEVER MARRIED,while he himself strove to enjoy life in a shot of and boyish fashion that was as unusual in the manner of his wealth as it was admirable. He had never married. one to believe.,"328,327,329,79",28.75
55,4,"1,2,3,4",mic_fileid_55_doa55_3spk_1.wav|mic_fileid_55_doa55_3spk_2.wav|mic_fileid_55_doa55_3spk_3.wav|mic_fileid_55_doa55_3spk_4.wav,16,144,text_fileid_55_doa144_spk1.txt,0.13333333333333333,4,30,IT WAS AS THOUGH THE SPIRIT OF THE DEEP HAD TAKEN FORM IN THE SUBSTANCE OF THE NOBLEST OF ALL THE FOWLS OF ITS DOMINIONS AND POISED ON TREMORLESS WINGS,It wasn't though the spirit of the deep had taken form. in the substance of the noblest of all the fowls of its dominion. and poised on tremorless wings. state.,"140,144,135,186",13.75
56,4,"1,2,3,4",mic_fileid_56_doa11_3spk_1.wav|mic_fileid_56_doa11_3spk_2.wav|mic_fileid_56_doa11_3spk_3.wav|mic_fileid_56_doa11_3spk_4.wav,16,64,text_fileid_56_doa64_spk1.txt,0.34285714285714286,12,35,I REPAIRED UNDER THESE THOUGHTS TO MY BIBLE MY GREAT COMFORT IN THAT TIME AND THAT SCRIPTURE CAME TO MY HAND CAST THY BURDEN UPON THE LORD AND HE SHALL SUSTAIN THEE PSALM FIFTY FIVE,"I repair it under these thoughts to my Bible, my great comfort. in that time, and that scripture came to my hand. Cast thy burden upon the Lord, and he shall sustain thee. So. time it reached Lynn's hollow it was a quiet.","65,63,65,12",13.75
57,4,"1,2,3,4",mic_fileid_57_doa15_3spk_1.wav|mic_fileid_57_doa15_3spk_2.wav|mic_fileid_57_doa15_3spk_3.wav|mic_fileid_57_doa15_3spk_4.wav,16,173,text_fileid_57_doa173_spk1.txt,0.02702702702702703,1,37,WHILE ON THE OTHER HAND I DID AFTERWARDS DISCOVER THESE AS SOON AS I SUPPOSED GOD TO HAVE CREATED A RATIONAL SOUL AND TO HAVE ANNEXED IT TO THIS BODY IN A PARTICULAR MANNER WHICH I DESCRIBED,"While on the other hand, I did afterwards discover these as soon as I suppose God to have created a rational soul. and to have annexed it to this body in a particular manner. which I described.","174,173,173,172",0.5
58,5,"1,2,3,4,5",mic_fileid_58_doa91_3spk_1.wav|mic_fileid_58_doa91_3spk_2.wav|mic_fileid_58_doa91_3spk_3.wav|mic_fileid_58_doa91_3spk_4.wav|mic_fileid_58_doa91_3spk_5.wav,20,128,text_fileid_58_doa128_spk1.txt,0.1,5,50,IT MADE LITTLE DIFFERENCE TO HIM WHETHER THERE WAS A DRY STRIP ALONG THE EDGE OF THE STREAM WHERE HE COULD STEAL SILENTLY ALONG WITHOUT WETTING HIS FEET WHEN HE FOUND NO PLACE TO WALK HE SWAM NOW MASTER MEADOW MOUSE WAS WELL AWARE OF THIS TRICK OF PETER MINK'S,"It made little difference to him whether there was a dry strip along the edge of the the stream, where he could still silently along without wetting his feet. When he found no place to walk, he slammed. Now, Master Bedanus was well aware of this trick of Peter Minks.","129,129,116,127,128",3
59,4,"1,2,3,4",mic_fileid_59_doa11_3spk_1.wav|mic_fileid_59_doa11_3spk_2.wav|mic_fileid_59_doa11_3spk_3.wav|mic_fileid_59_doa11_3spk_4.wav,16,257,text_fileid_59_doa257_spk1.txt,0.09090909090909091,3,33,WHEREAS THE OTHERS BEING ROUND ARE MORE CONVENIENTLY CLOSED WITH THREE BESIDES I WISH SUCH PERSONS TO OBSERVE THAT THE GRAND ARTERY AND THE ARTERIAL VEIN ARE OF MUCH HARDER AND FIRMER TEXTURE,"whereas the others, being round, are more conveniently closed with Besides, I wish such persons to observe that the grand artery and the arterial thing are much harder and firmer texture.","259,258,259,258",1.5
60,4,"1,2,3,4",mic_fileid_60_doa144_3spk_1.wav|mic_fileid_60_doa144_3spk_2.wav|mic_fileid_60_doa144_3spk_3.wav|mic_fileid_60_doa144_3spk_4.wav,16,144,text_fileid_60_doa144_spk1.txt,0.3333333333333333,10,30,AND SHEWED HIMSELF TO HIS COURTIERS WHO EAGER TO KNOW THE SUCCESS OF THE NEW MEDICINE CAME THITHER BETIMES AND WHEN THEY SAW THE KING PERFECTLY CURED EXPRESSED GREAT JOY,"and showed himself to his courteous. to know the success of the new medicine came thither to times. and when they saw the king perfectly cured, expressed great joy. actuated entirely by insolence.","143,144,144,334",42.75
61,4,"1,2,3,4",mic_fileid_61_doa93_3spk_1.wav|mic_fileid_61_doa93_3spk_2.wav|mic_fileid_61_doa93_3spk_3.wav|mic_fileid_61_doa93_3spk_4.wav,16,149,text_fileid_61_doa149_spk1.txt,0.39285714285714285,11,28,A SILVER WEB HAS THE MOON SPUN A SILVER WEB UPON ALL THE SKY WHERE THE FRAIL STARS QUIVER EVERY ONE LIKE TANGLED GNATS THAT HUM AND DIE,A silver web has the moon's fun. upon all the sky where the frail stars quiver. Everyone like tangled nets that humming died. discussion.,"145,133,146,312",46.5
62,4,"1,2,3,4",mic_fileid_62_doa56_3spk_1.wav|mic_fileid_62_doa56_3spk_2.wav|mic_fileid_62_doa56_3spk_3.wav|mic_fileid_62_doa56_3spk_4.wav,16,308,text_fileid_62_doa308_spk1.txt,0.6875,22,32,REMOVED CRIED BINGLEY IT MUST NOT BE THOUGHT OF MY SISTER I AM SURE WILL NOT HEAR OF HER REMOVAL YOU MAY DEPEND UPON IT MADAM SAID MISS BINGLEY WITH COLD CIVILITY,"removed, cried Bingley. It must not be thought of! But my sister, I am sure, will not hear of her removal. the Miser de Plis, who had suspected Icarus of being of fortress to return this article to one of your lodgers.","308,308,169,56",61.75
63,4,"1,2,3,4",mic_fileid_63_doa174_3spk_1.wav|mic_fileid_63_doa174_3spk_2.wav|mic_fileid_63_doa174_3spk_3.wav|mic_fileid_63_doa174_3spk_4.wav,16,312,text_fileid_63_doa312_spk1.txt,0.16,8,50,AND THAT IF SHE NOTICED ANYTHING ODD OR OUT OF PLACE SHE WOULD NEVER REST UNTIL SHE HAD FERRETED OUT THE WHYS AND WHEREFORES THEREOF THERE ARE PLENTY OF PEOPLE IN AVONLEA AND OUT OF IT WHO CAN ATTEND CLOSELY TO THEIR NEIGHBOR'S BUSINESS BY DINT OF NEGLECTING THEIR OWN,"and that if she noticed anything odd or out of place, she would never rest. until she had ferreted out the wise and the were-force thereof. There are plenty of people in Avonlea and out of it who can attend closer to the to their neighbors business by just neglecting their own.","312,311,313,324",3.5
64,4,"1,2,3,4",mic_fileid_64_doa6_3spk_1.wav|mic_fileid_64_doa6_3spk_2.wav|mic_fileid_64_doa6_3spk_3.wav|mic_fileid_64_doa6_3spk_4.wav,16,327,text_fileid_64_doa327_spk1.txt,0.22857142857142856,8,35,AND THEIR MOTHER WAS TENDING AND WATCHING THEM THE OLDEST WAS EIGHT YEARS THE YOUNGEST THREE MONTHS COUSIN ALICE GAVE US DESCRIPTIONS OF THEIR TASTES AND HABITS DWELLING WITH EMPHASIS ON THOSE OF THE BABY,"and their mother was tending and watching them. The oldest was egg- years, the young age to three months. Because Alice gave us descriptions of their tastes and habits dwelling with emphasis on those of the baby. in the rulebook.","324,326,328,9",11.75
65,4,"1,2,3,4",mic_fileid_65_doa48_3spk_1.wav|mic_fileid_65_doa48_3spk_2.wav|mic_fileid_65_doa48_3spk_3.wav|mic_fileid_65_doa48_3spk_4.wav,16,218,text_fileid_65_doa218_spk1.txt,0.47619047619047616,20,42,MY LAST HOPE IS GONE SHE TOLD MARILLA I WENT UP AND SAW MISSUS BARRY MYSELF AND SHE TREATED ME VERY INSULTINGLY MARILLA I DO NOT THINK SHE IS A WELL BRED WOMAN THERE IS NOTHING MORE TO DO EXCEPT TO PRAY,"They are all true for they are about myself. I do not and Salamis is burying myself and she treated me very insultingly. Marilla, I do not think she's a well-read woman. There's nothing more to do except to pray.","44,220,220,216",45
66,4,"1,2,3,4",mic_fileid_66_doa58_3spk_1.wav|mic_fileid_66_doa58_3spk_2.wav|mic_fileid_66_doa58_3spk_3.wav|mic_fileid_66_doa58_3spk_4.wav,16,242,text_fileid_66_doa242_spk1.txt,0.23255813953488372,10,43,HIS EYES STILL SMILED BUT HIS VOICE WAS HARDER BYGONES ARE BYGONES ISN'T THAT SO BOBBY SINCE YOU WISH IT BOBBY SAID BUT MORE IMPORTANT THAN THE KNOWLEDGE GRAHAM DESIRED LOOMED THE OLD QUESTION WHAT WAS THE MAN'S GAME WHAT HELD HIM HERE,"His eyes still smiled, but his voice was heard. Bygone to bygone... Isn't that so, Bobby? Since you wish it, Bobby Zayn. But more important than the knowledge grand desired, loom the old question. What was the man's game? Do I hold him here?","244,244,244,250",3.5
67,4,"1,2,3,4",mic_fileid_67_doa77_3spk_1.wav|mic_fileid_67_doa77_3spk_2.wav|mic_fileid_67_doa77_3spk_3.wav|mic_fileid_67_doa77_3spk_4.wav,16,77,text_fileid_67_doa77_spk1.txt,0.1891891891891892,7,37,AND THE REST OF THE PARTY CROWDED UP AS CLOSE AS THEY COULD THEY ARE HER DAUGHTER'S WEDDING CLOTHES SAID MISSUS FISHER I DO BELIEVE FOR THE OLD WOMAN WAS WORKING FEARFULLY HARD TO MAKE THEM UNDERSTAND,"and the rest of the party crowded up as close as they could. They were... her daughter's wedding clothes,"" said Mrs. Fisher. I do believe, for the old woman was working fearfully hard to make prejudice that nobody has ever","80,80,80,271",43.75
68,5,"1,2,3,4,5",mic_fileid_68_doa31_3spk_1.wav|mic_fileid_68_doa31_3spk_2.wav|mic_fileid_68_doa31_3spk_3.wav|mic_fileid_68_doa31_3spk_4.wav|mic_fileid_68_doa31_3spk_5.wav,20,357,text_fileid_68_doa357_spk1.txt,0.21951219512195122,9,41,AFTER CAREFULLY SCANNING THE JAGGED TOWERS AND BATTLEMENTS WITH WHICH IT IS ROUGHENED I DETERMINED TO MAKE IT MY WAY THOUGH IT PRESENTED BUT A FEEBLE ADVERTISEMENT OF ITS FLORAL WEALTH THIS APPARENT BARRENNESS HOWEVER MADE NO GREAT OBJECTION JUST THEN,"After carefully scanning the jacket towers and battalions, which it is worth I determined to make it my way. Though it presented but a few. advertisement of its floral wealth. parent Baron is coming, made no great objection just then.","355,355,355,355,90",20.2
69,4,"1,2,3,4",mic_fileid_69_doa229_3spk_1.wav|mic_fileid_69_doa229_3spk_2.wav|mic_fileid_69_doa229_3spk_3.wav|mic_fileid_69_doa229_3spk_4.wav,16,304,text_fileid_69_doa304_spk1.txt,0.5,17,34,OF GOLD RINGS AND SILVER CROSSES GATHERED IN HARVEST TIME IN FURROWS SOWN WITH CORPSES DID NOT AMOUNT TO A LARGE TOTAL AND DID NOT CARRY THIS SUTLER TURNED EATING HOUSE KEEPER VERY FAR,"With gold rings and silver crosses, gathered in harvest time. furrow song of corpses did not amount to a large togo. and did not carry this supper turned eating housekeeper very far. leave it my poor man said the other","304,304,304,333",7.25
